"","COGlet","ID","gene_name","gene_desc","gene_cat","COG.broad","Cog.cat","Nog.abbrev","Nog.new","source","DetailedCat"
"72091","Ph","phrog_69265","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72092","Ph","phrog_69266","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72093","Ph","phrog_69267","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72094","Ph","phrog_69268","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72095","Ph","phrog_69269","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72096","Ph","phrog_69270","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72097","Ph","phrog_69271","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72098","Ph","phrog_69272","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72099","Ph","phrog_69273","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72100","Ph","phrog_69274","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72101","Ph","phrog_69275","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72102","Ph","phrog_69276","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72103","Ph","phrog_69277","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72104","Ph","phrog_69278","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72105","Ph","phrog_69279","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72106","Ph","phrog_69280","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72107","Ph","phrog_69281","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72108","Ph","phrog_69282","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72109","Ph","phrog_69283","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72110","Ph","phrog_69284","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72111","Ph","phrog_69285","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72112","Ph","phrog_69286","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72113","Ph","phrog_69287","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72114","Ph","phrog_69288","holin","holin","lysis","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","lysis"
"72115","Ph","phrog_69289","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72116","Ph","phrog_69290","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72117","Ph","phrog_69291","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72118","Ph","phrog_69292","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72119","Ph","phrog_69293","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72120","Ph","phrog_69294","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72121","Ph","phrog_69295","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72122","Ph","phrog_69296","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72123","Ph","phrog_69297","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72124","Ph","phrog_69298","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72125","Ph","phrog_69299","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72126","Ph","phrog_69300","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72127","Ph","phrog_69301","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72128","Ph","phrog_69302","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72129","Ph","phrog_69303","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72130","Ph","phrog_69304","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72131","Ph","phrog_69305","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72132","Ph","phrog_69306","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72133","Ph","phrog_69307","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72134","Ph","phrog_69308","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72135","Ph","phrog_69309","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72136","Ph","phrog_69310","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72137","Ph","phrog_69311","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72138","Ph","phrog_69312","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72139","Ph","phrog_69313","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72140","Ph","phrog_69314","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72141","Ph","phrog_69315","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72142","Ph","phrog_69316","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72143","Ph","phrog_69317","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72144","Ph","phrog_69318","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72145","Ph","phrog_69319","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72146","Ph","phrog_69320","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72147","Ph","phrog_69321","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72148","Ph","phrog_69322","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72149","Ph","phrog_69323","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72150","Ph","phrog_69324","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72151","Ph","phrog_69325","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72152","Ph","phrog_69326","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72153","Ph","phrog_69327","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72154","Ph","phrog_69328","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72155","Ph","phrog_69329","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72156","Ph","phrog_69330","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72157","Ph","phrog_69331","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
"72158","Ph","phrog_69332","no data","no data","unknown function","PHAGE","Phage-associated","Phage-associated","Phage-associated","PHROG","unknown function"
